link,location,no_checkins_all_time,no_users_all_time,monthly,beer_name,beer_stye,abv,ibu,beer_rating,raters,added,beer_link
https://untappd.com/brewery/220150,"Buelach, Zürich Switzerland","2,487",941,47,Amarillo New England IPA,IPA - New England,6.4% ABV,60 IBU,(3.93),31 Ratings,Added 07/26/18,https://untappd.com/b/st-laurentius-amarillo-new-england-ipa/2766593
https://untappd.com/brewery/220150,"Buelach, Zürich Switzerland","2,487",941,47,Raspberry Smoothie IPA,IPA - Milkshake,5.5% ABV,N/A IBU,(3.93),34 Ratings,Added 10/08/18,https://untappd.com/b/st-laurentius-raspberry-smoothie-ipa/2883415
https://untappd.com/brewery/220150,"Buelach, Zürich Switzerland","2,487",941,47,American Lager,Lager - American Light,5% ABV,20 IBU,(3.76),29 Ratings,Added 01/24/19,https://untappd.com/b/st-laurentius-american-lager/3049535
https://untappd.com/brewery/220150,"Buelach, Zürich Switzerland","2,487",941,47,Honey Pumpkin IPA,Pumpkin / Yam Beer,6% ABV,N/A IBU,(3.56),32 Ratings,Added 10/08/18,https://untappd.com/b/st-laurentius-honey-pumpkin-ipa/2883417
https://untappd.com/brewery/220150,"Buelach, Zürich Switzerland","2,487",941,47,Blueberry Smoothie IPA,IPA - Milkshake,6.2% ABV,N/A IBU,(3.63),28 Ratings,Added 10/08/18,https://untappd.com/b/st-laurentius-blueberry-smoothie-ipa/2883416
https://untappd.com/brewery/220150,"Buelach, Zürich Switzerland","2,487",941,47,The Hop Squeezer,IPA - New England,8% ABV,60 IBU,(3.95),28 Ratings,Added 05/02/19,https://untappd.com/b/st-laurentius-the-hop-squeezer/3206881
https://untappd.com/brewery/220150,"Buelach, Zürich Switzerland","2,487",941,47,French Saison,Farmhouse Ale - Saison,5.3% ABV,15 IBU,(3.61),29 Ratings,Added 10/11/19,https://untappd.com/b/st-laurentius-french-saison/3475454
https://untappd.com/brewery/220150,"Buelach, Zürich Switzerland","2,487",941,47,Juicy Malice,IPA - Imperial / Double,7% ABV,N/A IBU,(3.92),25 Ratings,Added 11/07/19,https://untappd.com/b/st-laurentius-juicy-malice/3518978
https://untappd.com/brewery/220150,"Buelach, Zürich Switzerland","2,487",941,47,Loral,Cream Ale,5% ABV,30 IBU,(3.67),26 Ratings,Added 10/11/19,https://untappd.com/b/st-laurentius-loral/3475490
https://untappd.com/brewery/220150,"Buelach, Zürich Switzerland","2,487",941,47,Fruity West Coast IPA,IPA - American,N/A ABV,N/A IBU,(3.66),23 Ratings,Added 04/07/18,https://untappd.com/b/st-laurentius-fruity-west-coast-ipa/2589805
https://untappd.com/brewery/220150,"Buelach, Zürich Switzerland","2,487",941,47,Medusa Lager,Lager - American,4.8% ABV,30 IBU,(3.66),14 Ratings,Added 06/28/19,https://untappd.com/b/st-laurentius-medusa-lager/3303810
https://untappd.com/brewery/220150,"Buelach, Zürich Switzerland","2,487",941,47,DIPA Citra Eldorado Cashmere,IPA - Farmhouse,6.2% ABV,20 IBU,(3.99),15 Ratings,Added 02/28/20,https://untappd.com/b/st-laurentius-dipa-citra-eldorado-cashmere/3695386
https://untappd.com/brewery/220150,"Buelach, Zürich Switzerland","2,487",941,47,"Houblon Cashmere French, Bière De Saison",Farmhouse Ale - Saison,5.5% ABV,20 IBU,(3.38),10 Ratings,Added 12/08/19,https://untappd.com/b/st-laurentius-houblon-cashmere-french-biere-de-saison/3570745
https://untappd.com/brewery/38746,"Rorschach, Sankt Gallen Switzerland","2,667","1,196",29,Das Honig,Honey Beer,5% ABV,N/A IBU,(3.21),338 Ratings,Added 09/02/12,https://untappd.com/b/kornhausbrau-das-honig/224174
https://untappd.com/brewery/38746,"Rorschach, Sankt Gallen Switzerland","2,667","1,196",29,Das Märzen,Märzen,5.5% ABV,N/A IBU,(3.36),231 Ratings,Added 11/08/13,https://untappd.com/b/kornhausbrau-das-marzen/498620
https://untappd.com/brewery/38746,"Rorschach, Sankt Gallen Switzerland","2,667","1,196",29,Wolfsmilch,Bock - Single / Traditional,7.1% ABV,N/A IBU,(3.34),222 Ratings,Added 11/24/15,https://untappd.com/b/kornhausbrau-wolfsmilch/1326173
https://untappd.com/brewery/38746,"Rorschach, Sankt Gallen Switzerland","2,667","1,196",29,Das IPA,IPA - American,7.5% ABV,N/A IBU,(3.52),189 Ratings,Added 11/17/14,https://untappd.com/b/kornhausbrau-das-ipa/880399
https://untappd.com/brewery/38746,"Rorschach, Sankt Gallen Switzerland","2,667","1,196",29,Das Helle,Lager - Helles,5.2% ABV,N/A IBU,(3.19),177 Ratings,Added 11/16/14,https://untappd.com/b/kornhausbrau-das-helle/878626
https://untappd.com/brewery/38746,"Rorschach, Sankt Gallen Switzerland","2,667","1,196",29,Das Ingwer,Lager - Helles,N/A ABV,N/A IBU,(3.13),187 Ratings,Added 05/04/19,https://untappd.com/b/kornhausbrau-das-ingwer/3211388
https://untappd.com/brewery/38746,"Rorschach, Sankt Gallen Switzerland","2,667","1,196",29,Das Dunkle,Lager - Munich Dunkel,5% ABV,N/A IBU,(3.26),118 Ratings,Added 11/08/13,https://untappd.com/b/kornhausbrau-das-dunkle/498618
https://untappd.com/brewery/38746,"Rorschach, Sankt Gallen Switzerland","2,667","1,196",29,Das Schwarze,Schwarzbier,5.2% ABV,N/A IBU,(3.48),143 Ratings,Added 05/14/13,https://untappd.com/b/kornhausbrau-das-schwarze/364497
https://untappd.com/brewery/38746,"Rorschach, Sankt Gallen Switzerland","2,667","1,196",29,Der Frühling,Pilsner - German,5.2% ABV,N/A IBU,(3.41),94 Ratings,Added 07/10/15,https://untappd.com/b/kornhausbrau-der-fruhling/1155442
https://untappd.com/brewery/38746,"Rorschach, Sankt Gallen Switzerland","2,667","1,196",29,Espen Bier,Lager - Helles,5.2% ABV,N/A IBU,(3.1),51 Ratings,Added 07/01/19,https://untappd.com/b/kornhausbrau-espen-bier/3309894
https://untappd.com/brewery/38746,"Rorschach, Sankt Gallen Switzerland","2,667","1,196",29,Der Sommer,Ginger Beer,5% ABV,N/A IBU,(3.31),43 Ratings,Added 06/22/14,https://untappd.com/b/kornhausbrau-der-sommer/723239
https://untappd.com/brewery/38746,"Rorschach, Sankt Gallen Switzerland","2,667","1,196",29,Das Weizen,Witbier,N/A ABV,N/A IBU,(3.47),34 Ratings,Added 07/14/17,https://untappd.com/b/kornhausbrau-das-weizen/2193000
https://untappd.com/brewery/38746,"Rorschach, Sankt Gallen Switzerland","2,667","1,196",29,Der Herbst,Other,5.5% ABV,N/A IBU,(3.29),35 Ratings,Added 11/22/14,https://untappd.com/b/kornhausbrau-der-herbst/884525
https://untappd.com/brewery/38746,"Rorschach, Sankt Gallen Switzerland","2,667","1,196",29,Der Winter,Lager - Winter,5.2% ABV,N/A IBU,(3.32),26 Ratings,Added 05/24/15,https://untappd.com/b/kornhausbrau-der-winter/1097834
https://untappd.com/brewery/38746,"Rorschach, Sankt Gallen Switzerland","2,667","1,196",29,Das Bier Des Tages 2018,Bock - Weizenbock,7.95% ABV,N/A IBU,(3.46),19 Ratings,Added 04/26/18,https://untappd.com/b/kornhausbrau-das-bier-des-tages-2018/2620427
https://untappd.com/brewery/38746,"Rorschach, Sankt Gallen Switzerland","2,667","1,196",29,Mango Passion,Shandy / Radler,2.5% ABV,N/A IBU,(2.55),14 Ratings,Added 02/08/19,https://untappd.com/b/kornhausbrau-mango-passion/3072200
https://untappd.com/brewery/38746,"Rorschach, Sankt Gallen Switzerland","2,667","1,196",29,Bier Des Tages 2019,Pilsner - Other,4.8% ABV,N/A IBU,(3.21),12 Ratings,Added 06/07/19,https://untappd.com/b/kornhausbrau-bier-des-tages-2019/3268078
https://untappd.com/brewery/38746,"Rorschach, Sankt Gallen Switzerland","2,667","1,196",29,Blacknose,Pale Ale - International,5.7% ABV,N/A IBU,(N/A),8 Ratings,Added 03/13/18,https://untappd.com/b/kornhausbrau-blacknose/2552589
https://untappd.com/brewery/38746,"Rorschach, Sankt Gallen Switzerland","2,667","1,196",29,Apfel & Ingwer,Fruit Beer,2.8% ABV,N/A IBU,(N/A),9 Ratings,Added 04/05/19,https://untappd.com/b/kornhausbrau-apfel-and-ingwer/3161844
https://untappd.com/brewery/38746,"Rorschach, Sankt Gallen Switzerland","2,667","1,196",29,Das Bier Des Tages 2016,Bock - Single / Traditional,6.5% ABV,N/A IBU,(3.25),10 Ratings,Added 06/15/16,https://untappd.com/b/kornhausbrau-das-bier-des-tages-2016/1601662
https://untappd.com/brewery/38746,"Rorschach, Sankt Gallen Switzerland","2,667","1,196",29,Wiler Trolle,Kölsch,5.5% ABV,N/A IBU,(N/A),9 Ratings,Added 02/23/17,https://untappd.com/b/kornhausbrau-wiler-trolle/1963565
https://untappd.com/brewery/38746,"Rorschach, Sankt Gallen Switzerland","2,667","1,196",29,Das Mountain Pale Ale,Pale Ale - American,5.7% ABV,N/A IBU,(N/A),9 Ratings,Added 01/14/19,https://untappd.com/b/kornhausbrau-das-mountain-pale-ale/3036567
https://untappd.com/brewery/38746,"Rorschach, Sankt Gallen Switzerland","2,667","1,196",29,Kornhaus Ingwer,Ginger Beer,5.2% ABV,N/A IBU,(N/A),7 Ratings,Added 07/18/19,https://untappd.com/b/kornhausbrau-kornhaus-ingwer/3337114
https://untappd.com/brewery/38746,"Rorschach, Sankt Gallen Switzerland","2,667","1,196",29,Frischhopfenbier,IPA - International,5% ABV,N/A IBU,(N/A),5 Ratings,Added 01/14/19,https://untappd.com/b/kornhausbrau-frischhopfenbier/3036593
https://untappd.com/brewery/38746,"Rorschach, Sankt Gallen Switzerland","2,667","1,196",29,Sommernachtstraum,Other,5.1% ABV,22 IBU,(N/A),3 Ratings,Added 11/22/14,https://untappd.com/b/kornhausbrau-sommernachtstraum/884582
https://untappd.com/brewery/29802,"Meinier, Genève Switzerland","2,448","1,455",20,La Pieuse,Witbier,4.5% ABV,N/A IBU,(3.31),650 Ratings,Added 03/02/13,https://untappd.com/b/brasserie-des-murailles-la-pieuse/319918
https://untappd.com/brewery/29802,"Meinier, Genève Switzerland","2,448","1,455",20,La Sorcière,Red Ale - American Amber / Red,6% ABV,N/A IBU,(3.45),506 Ratings,Added 09/09/12,https://untappd.com/b/brasserie-des-murailles-la-sorciere/227776
https://untappd.com/brewery/29802,"Meinier, Genève Switzerland","2,448","1,455",20,La Meynite,Blonde Ale,5% ABV,N/A IBU,(3.34),499 Ratings,Added 05/19/12,https://untappd.com/b/brasserie-des-murailles-la-meynite/175177
https://untappd.com/brewery/29802,"Meinier, Genève Switzerland","2,448","1,455",20,La Catapulte,Brown Ale - Belgian,6% ABV,N/A IBU,(3.4),95 Ratings,Added 07/24/13,https://untappd.com/b/brasserie-des-murailles-la-catapulte/412998
https://untappd.com/brewery/29802,"Meinier, Genève Switzerland","2,448","1,455",20,Bière De Noël,Winter Ale,7.5% ABV,N/A IBU,(3.39),82 Ratings,Added 03/24/15,https://untappd.com/b/brasserie-des-murailles-biere-de-noel/1022190
https://untappd.com/brewery/29802,"Meinier, Genève Switzerland","2,448","1,455",20,La Meurtrière,Stout - Other,6% ABV,N/A IBU,(3.48),49 Ratings,Added 05/05/12,https://untappd.com/b/brasserie-des-murailles-la-meurtriere/168600
https://untappd.com/brewery/29802,"Meinier, Genève Switzerland","2,448","1,455",20,La Pils,Pilsner - Other,5% ABV,N/A IBU,(3.26),39 Ratings,Added 05/16/16,https://untappd.com/b/brasserie-des-murailles-la-pils/1557341
https://untappd.com/brewery/29802,"Meinier, Genève Switzerland","2,448","1,455",20,Beerglewood By Inglewood,Lager - Helles,5% ABV,N/A IBU,(3.24),34 Ratings,Added 04/04/17,https://untappd.com/b/brasserie-des-murailles-beerglewood-by-inglewood/2027760
https://untappd.com/brewery/29802,"Meinier, Genève Switzerland","2,448","1,455",20,Triple,Blonde Ale,8.5% ABV,N/A IBU,(3.38),22 Ratings,Added 02/28/16,https://untappd.com/b/brasserie-des-murailles-triple/1446986
https://untappd.com/brewery/29802,"Meinier, Genève Switzerland","2,448","1,455",20,Indiaman ,IPA - Belgian,6.2% ABV,N/A IBU,(3.5),14 Ratings,Added 09/29/19,https://untappd.com/b/brasserie-des-murailles-ipa/3457538
https://untappd.com/brewery/29802,"Meinier, Genève Switzerland","2,448","1,455",20,Vélosophe Blanche,Hefeweizen,4.5% ABV,N/A IBU,(N/A),7 Ratings,Added 01/30/19,https://untappd.com/b/brasserie-des-murailles-velosophe-blanche/3059105
https://untappd.com/brewery/29802,"Meinier, Genève Switzerland","2,448","1,455",20,Proto,Pale Ale - Belgian,6% ABV,N/A IBU,(N/A),4 Ratings,Added 06/11/19,https://untappd.com/b/brasserie-des-murailles-proto/3275210
https://untappd.com/brewery/29802,"Meinier, Genève Switzerland","2,448","1,455",20,La Genevoise,Blonde Ale,5% ABV,N/A IBU,(N/A),2 Ratings,Added 02/27/20,https://untappd.com/b/brasserie-des-murailles-la-genevoise/3693777
https://untappd.com/brewery/29802,"Meinier, Genève Switzerland","2,448","1,455",20,Pilsner,Pilsner - Other,4.5% ABV,N/A IBU,(N/A),1 Rating,Added 10/10/19,https://untappd.com/b/brasserie-des-murailles-pilsner/3473380
https://untappd.com/brewery/262964,"Aigle, Vaud Switzerland","2,473",808,0,Life Is A Binch,IPA - American,6.4% ABV,55 IBU,(3.71),156 Ratings,Added 04/09/16,https://untappd.com/b/cayon-s-life-is-a-binch/1504029
https://untappd.com/brewery/262964,"Aigle, Vaud Switzerland","2,473",808,0,Bad Boy's Breakfast,Stout - Imperial / Double,10.9% ABV,45 IBU,(3.77),143 Ratings,Added 09/02/16,https://untappd.com/b/cayon-s-bad-boy-s-breakfast/1714887
https://untappd.com/brewery/262964,"Aigle, Vaud Switzerland","2,473",808,0,Futura,Pale Ale - American,5% ABV,35 IBU,(3.76),122 Ratings,Added 03/27/18,https://untappd.com/b/cayon-s-futura/2574218
https://untappd.com/brewery/262964,"Aigle, Vaud Switzerland","2,473",808,0,Super Plus,IPA - Rye,6.5% ABV,50 IBU,(3.8),110 Ratings,Added 05/06/16,https://untappd.com/b/cayon-s-super-plus/1542287
https://untappd.com/brewery/262964,"Aigle, Vaud Switzerland","2,473",808,0,Utopia,IPA - Imperial / Double,8% ABV,65 IBU,(3.95),99 Ratings,Added 04/05/17,https://untappd.com/b/cayon-s-utopia/2028756
https://untappd.com/brewery/262964,"Aigle, Vaud Switzerland","2,473",808,0,Mothership,IPA - Imperial / Double,8% ABV,40 IBU,(3.88),99 Ratings,Added 02/28/18,https://untappd.com/b/cayon-s-mothership/2533026
https://untappd.com/brewery/262964,"Aigle, Vaud Switzerland","2,473",808,0,'s now White,IPA - White,5.5% ABV,55 IBU,(3.76),90 Ratings,Added 06/08/16,https://untappd.com/b/cayon-s-blanche/1592157
https://untappd.com/brewery/262964,"Aigle, Vaud Switzerland","2,473",808,0,Saison Birradelic,Farmhouse Ale - Saison,5.7% ABV,30 IBU,(3.58),90 Ratings,Added 05/20/16,https://untappd.com/b/cayon-s-saison-birradelic/1563010
https://untappd.com/brewery/262964,"Aigle, Vaud Switzerland","2,473",808,0,Bad Girl's Breakfast (Rhum Barrel Aged),Stout - Imperial / Double,11% ABV,N/A IBU,(4.14),76 Ratings,Added 06/03/17,https://untappd.com/b/cayon-s-bad-girl-s-breakfast/2125171
https://untappd.com/brewery/262964,"Aigle, Vaud Switzerland","2,473",808,0,Bitter,English Bitter,3.8% ABV,N/A IBU,(3.57),70 Ratings,Added 02/17/17,https://untappd.com/b/cayon-s-bitter/1954730
https://untappd.com/brewery/262964,"Aigle, Vaud Switzerland","2,473",808,0,Collab With Myself,IPA - New England,7% ABV,N/A IBU,(3.82),68 Ratings,Added 10/05/19,https://untappd.com/b/cayon-s-collab-with-myself/3467014
https://untappd.com/brewery/262964,"Aigle, Vaud Switzerland","2,473",808,0,Romand Noir,Stout - Imperial / Double,6.6% ABV,N/A IBU,(3.69),63 Ratings,Added 09/23/17,https://untappd.com/b/cayon-s-romand-noir/2305556
https://untappd.com/brewery/262964,"Aigle, Vaud Switzerland","2,473",808,0,Bad Boy's Breakfast (Cognac Barrel Aged),Stout - Imperial / Double,11% ABV,20 IBU,(4.16),56 Ratings,Added 01/12/17,https://untappd.com/b/cayon-s-bad-boy-s-breakfast-cognac-barrel-aged/1903593
https://untappd.com/brewery/262964,"Aigle, Vaud Switzerland","2,473",808,0,Fuziplus!,IPA - New England,6.8% ABV,N/A IBU,(3.88),52 Ratings,Added 09/28/18,https://untappd.com/b/cayon-s-fuziplus/2866252
https://untappd.com/brewery/262964,"Aigle, Vaud Switzerland","2,473",808,0,Last Train,Barleywine - Other,12.5% ABV,N/A IBU,(3.99),44 Ratings,Added 09/29/18,https://untappd.com/b/cayon-s-last-train/2869219
https://untappd.com/brewery/262964,"Aigle, Vaud Switzerland","2,473",808,0,Cylure I,IPA - Imperial / Double,8.5% ABV,N/A IBU,(3.98),43 Ratings,Added 05/24/19,https://untappd.com/b/cayon-s-cylure-i/3245496
https://untappd.com/brewery/262964,"Aigle, Vaud Switzerland","2,473",808,0,Faux Saints,Barleywine - American,9.2% ABV,N/A IBU,(3.59),37 Ratings,Added 12/20/18,https://untappd.com/b/cayon-s-faux-saints/2997470
https://untappd.com/brewery/262964,"Aigle, Vaud Switzerland","2,473",808,0,Space Opera,IPA - American,8% ABV,75 IBU,(4),36 Ratings,Added 06/25/17,https://untappd.com/b/cayon-s-space-opera/2164290
https://untappd.com/brewery/262964,"Aigle, Vaud Switzerland","2,473",808,0,Double Futura,IPA - New England,7% ABV,N/A IBU,(3.75),37 Ratings,Added 11/07/19,https://untappd.com/b/cayon-s-double-futura/3519539
https://untappd.com/brewery/262964,"Aigle, Vaud Switzerland","2,473",808,0,Coconut Falls,IPA - New England,7% ABV,N/A IBU,(3.66),35 Ratings,Added 12/13/19,https://untappd.com/b/cayon-s-coconut-falls/3578187
https://untappd.com/brewery/262964,"Aigle, Vaud Switzerland","2,473",808,0,Luizet,IPA - Milkshake,5.5% ABV,N/A IBU,(3.73),37 Ratings,Added 11/30/18,https://untappd.com/b/cayon-s-luizet/2966043
https://untappd.com/brewery/262964,"Aigle, Vaud Switzerland","2,473",808,0,Cylure II,IPA - Imperial / Double,8% ABV,N/A IBU,(3.79),25 Ratings,Added 11/13/19,https://untappd.com/b/cayon-s-cylure-ii/3528956
https://untappd.com/brewery/262964,"Aigle, Vaud Switzerland","2,473",808,0,Distopia,IPA - Imperial / Double,8% ABV,65 IBU,(3.81),24 Ratings,Added 05/22/17,https://untappd.com/b/cayon-s-distopia/2106628
https://untappd.com/brewery/262964,"Aigle, Vaud Switzerland","2,473",808,0,Clonk!,Pale Ale - American,5% ABV,N/A IBU,(3.64),23 Ratings,Added 12/16/19,https://untappd.com/b/cayon-s-clonk/3583028
https://untappd.com/brewery/262964,"Aigle, Vaud Switzerland","2,473",808,0,Banzai,Porter - Other,5.5% ABV,N/A IBU,(3.6),17 Ratings,Added 01/26/17,https://untappd.com/b/cayon-s-banzai/1923092
https://untappd.com/brewery/128745,"Rietheim, Aargau Switzerland","2,148","1,702",4,Zurich Airport Beer Pale Ale,Pale Ale - English,5.8% ABV,34 IBU,(3.25),"1,302 Ratings",Added 06/15/16,https://untappd.com/b/kundigbrau-zurich-airport-beer-pale-ale/1602247
https://untappd.com/brewery/128745,"Rietheim, Aargau Switzerland","2,148","1,702",4,Zurich Airport Beer (ZAB) Brown Ale,Brown Ale - English,4.8% ABV,N/A IBU,(3.28),197 Ratings,Added 04/10/13,https://untappd.com/b/kundigbrau-zurich-airport-beer-zab-brown-ale/343170
https://untappd.com/brewery/128745,"Rietheim, Aargau Switzerland","2,148","1,702",4,Husbier,Altbier,5% ABV,N/A IBU,(3.22),86 Ratings,Added 05/10/14,https://untappd.com/b/kundigbrau-husbier/675597
https://untappd.com/brewery/128745,"Rietheim, Aargau Switzerland","2,148","1,702",4,Rietheimer Aue,Red Ale - American Amber / Red,5.2% ABV,N/A IBU,(3.64),49 Ratings,Added 10/23/16,https://untappd.com/b/kundigbrau-rietheimer-aue/1790406
https://untappd.com/brewery/128745,"Rietheim, Aargau Switzerland","2,148","1,702",4,Wisliker Klosterbräu,Altbier,5% ABV,N/A IBU,(3.34),48 Ratings,Added 10/23/14,https://untappd.com/b/kundigbrau-wisliker-klosterbrau/853453
https://untappd.com/brewery/128745,"Rietheim, Aargau Switzerland","2,148","1,702",4,S'Helle,Blonde Ale,N/A ABV,N/A IBU,(3.3),37 Ratings,Added 05/11/14,https://untappd.com/b/kundigbrau-s-helle/677352
https://untappd.com/brewery/128745,"Rietheim, Aargau Switzerland","2,148","1,702",4,S'Rauch,Rauchbier,5% ABV,N/A IBU,(3.18),36 Ratings,Added 11/21/16,https://untappd.com/b/kundigbrau-s-rauch/1830500
https://untappd.com/brewery/128745,"Rietheim, Aargau Switzerland","2,148","1,702",4,4-4-2,Lager - Euro Pale,4.8% ABV,N/A IBU,(3.03),27 Ratings,Added 12/09/15,https://untappd.com/b/kundigbrau-4-4-2/1344069
https://untappd.com/brewery/128745,"Rietheim, Aargau Switzerland","2,148","1,702",4,Premium,Pale Ale - International,N/A ABV,N/A IBU,(3.33),27 Ratings,Added 02/28/17,https://untappd.com/b/kundigbrau-premium/1973628
https://untappd.com/brewery/128745,"Rietheim, Aargau Switzerland","2,148","1,702",4,Gommer Heidelbeer-Bier,Fruit Beer,4.9% ABV,N/A IBU,(2.85),16 Ratings,Added 06/22/19,https://untappd.com/b/kundigbrau-gommer-heidelbeer-bier/3294049
https://untappd.com/brewery/128745,"Rietheim, Aargau Switzerland","2,148","1,702",4,Legionärsbier,Lager - Helles,N/A ABV,N/A IBU,(N/A),6 Ratings,Added 05/26/19,https://untappd.com/b/kundigbrau-legionarsbier/3249731
https://untappd.com/brewery/128745,"Rietheim, Aargau Switzerland","2,148","1,702",4,Hefe Weizen,Hefeweizen,4.8% ABV,8 IBU,(N/A),5 Ratings,Added 06/22/19,https://untappd.com/b/kundigbrau-hefe-weizen/3294134
https://untappd.com/brewery/128745,"Rietheim, Aargau Switzerland","2,148","1,702",4,Funky Bieber,Farmhouse Ale - Other,N/A ABV,N/A IBU,(N/A),4 Ratings,Added 02/14/20,https://untappd.com/b/kundigbrau-funky-bieber/3672706
https://untappd.com/brewery/128745,"Rietheim, Aargau Switzerland","2,148","1,702",4,Kunnig Brukar Weizenbiet,Hefeweizen,N/A ABV,N/A IBU,(N/A),2 Ratings,Added 06/20/16,https://untappd.com/b/kyndig-brau-kunnig-brukar-weizenbiet/1611147
https://untappd.com/brewery/128745,"Rietheim, Aargau Switzerland","2,148","1,702",4,Hopfenstopfer,Pale Ale - International,N/A ABV,N/A IBU,(N/A),3 Ratings,Added 07/08/18,https://untappd.com/b/kundigbrau-hopfenstopfer/2739788
https://untappd.com/brewery/128745,"Rietheim, Aargau Switzerland","2,148","1,702",4,Gommer Baschi (Heidelbeer-Bier),Fruit Beer,4.9% ABV,N/A IBU,(N/A),2 Ratings,Added 02/14/20,https://untappd.com/b/kundigbrau-gommer-baschi-heidelbeer-bier/3672877
https://untappd.com/brewery/128745,"Rietheim, Aargau Switzerland","2,148","1,702",4,Steinbrecher Jubiläums Bier,Lager - Helles,4.8% ABV,N/A IBU,(N/A),1 Rating,Added 09/10/18,https://untappd.com/b/kundigbrau-steinbrecher-jubilaums-bier/2839597
https://untappd.com/brewery/393764,"Thun, Bern/Berne Switzerland","2,041",829,51,New England IPA,IPA - New England,6.8% ABV,N/A IBU,(3.67),370 Ratings,Added 06/02/18,https://untappd.com/b/thunbier-new-england-ipa/2681603
https://untappd.com/brewery/393764,"Thun, Bern/Berne Switzerland","2,041",829,51,Golden Ale,Golden Ale,4.8% ABV,N/A IBU,(3.38),216 Ratings,Added 05/26/18,https://untappd.com/b/thunbier-golden-ale/2669476
https://untappd.com/brewery/393764,"Thun, Bern/Berne Switzerland","2,041",829,51,Pale Ale,Pale Ale - International,5.8% ABV,N/A IBU,(3.6),226 Ratings,Added 05/26/18,https://untappd.com/b/thunbier-pale-ale/2669482
https://untappd.com/brewery/393764,"Thun, Bern/Berne Switzerland","2,041",829,51,Porter,Porter - English,6% ABV,N/A IBU,(3.37),159 Ratings,Added 05/26/18,https://untappd.com/b/thunbier-porter/2669506
https://untappd.com/brewery/393764,"Thun, Bern/Berne Switzerland","2,041",829,51,IPA,IPA - International,5.4% ABV,N/A IBU,(3.64),145 Ratings,Added 08/22/18,https://untappd.com/b/thunbier-ipa/2809863
https://untappd.com/brewery/393764,"Thun, Bern/Berne Switzerland","2,041",829,51,Helles,Lager - Helles,4.6% ABV,N/A IBU,(3.33),137 Ratings,Added 11/03/18,https://untappd.com/b/thunbier-helles/2924485
https://untappd.com/brewery/393764,"Thun, Bern/Berne Switzerland","2,041",829,51,Amber Ale,Red Ale - American Amber / Red,5.5% ABV,N/A IBU,(3.54),127 Ratings,Added 04/12/19,https://untappd.com/b/thunbier-amber-ale/3172304
https://untappd.com/brewery/393764,"Thun, Bern/Berne Switzerland","2,041",829,51,Red Ale,Red Ale - Other,5.3% ABV,N/A IBU,(3.58),115 Ratings,Added 09/18/18,https://untappd.com/b/thunbier-red-ale/2851060
https://untappd.com/brewery/393764,"Thun, Bern/Berne Switzerland","2,041",829,51,White IPA,IPA - White,6.9% ABV,N/A IBU,(3.33),66 Ratings,Added 11/02/19,https://untappd.com/b/thunbier-white-ipa/3512143
https://untappd.com/brewery/393764,"Thun, Bern/Berne Switzerland","2,041",829,51,Wit,Witbier,5% ABV,N/A IBU,(2.96),49 Ratings,Added 04/23/19,https://untappd.com/b/thunbier-wit/3192239
https://untappd.com/brewery/393764,"Thun, Bern/Berne Switzerland","2,041",829,51,Apricot Sour Ale,Sour - Other,5.3% ABV,N/A IBU,(3.17),44 Ratings,Added 11/02/18,https://untappd.com/b/thunbier-apricot-sour-ale/2922690
https://untappd.com/brewery/393764,"Thun, Bern/Berne Switzerland","2,041",829,51,Stout,Stout - Other,5.8% ABV,N/A IBU,(3.48),41 Ratings,Added 10/23/18,https://untappd.com/b/thunbier-stout/2906663
https://untappd.com/brewery/393764,"Thun, Bern/Berne Switzerland","2,041",829,51,Two Lakes,Stout - Milk / Sweet,7.2% ABV,N/A IBU,(3.51),42 Ratings,Added 12/12/18,https://untappd.com/b/thunbier-two-lakes/2984447
https://untappd.com/brewery/393764,"Thun, Bern/Berne Switzerland","2,041",829,51,Session Black Ale Collaboration Beer,Dark Ale,4.2% ABV,N/A IBU,(3.52),28 Ratings,Added 03/15/19,https://untappd.com/b/thunbier-session-black-ale-collaboration-beer/3127215
https://untappd.com/brewery/393764,"Thun, Bern/Berne Switzerland","2,041",829,51,Whisky Ale,Scotch Ale / Wee Heavy,6.9% ABV,N/A IBU,(3.38),28 Ratings,Added 11/02/19,https://untappd.com/b/thunbier-whisky-ale/3512803
https://untappd.com/brewery/393764,"Thun, Bern/Berne Switzerland","2,041",829,51,Session Black IPA Collaboration Beer,IPA - Black / Cascadian Dark Ale,4.2% ABV,600 IBU,(N/A),8 Ratings,Added 07/10/19,https://untappd.com/b/thunbier-session-black-ipa-collaboration-beer/3323836
https://untappd.com/brewery/393764,"Thun, Bern/Berne Switzerland","2,041",829,51,Winter Ale,Winter Ale,5.3% ABV,N/A IBU,(N/A),4 Ratings,Added 12/15/19,https://untappd.com/b/thunbier-winter-ale/3581995
https://untappd.com/brewery/393764,"Thun, Bern/Berne Switzerland","2,041",829,51,Van Der Heijden Collab Beer,Scotch Ale / Wee Heavy,9.1% ABV,N/A IBU,(N/A),4 Ratings,Added 02/08/20,https://untappd.com/b/thunbier-van-der-heijden-collab-beer/3664364
